instant,season,yr,mnth,day,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1790,winter,2011,3,20,6,0,0,0,1,0.26,0.2576,0.6,0.2239,1,3,4
1791,winter,2011,3,20,7,0,0,0,1,0.24,0.2273,0.6,0.2239,5,9,14
1792,winter,2011,3,20,8,0,0,0,1,0.28,0.2727,0.56,0.1642,7,30,37
1793,winter,2011,3,20,9,0,0,0,1,0.3,0.303,0.52,0.1343,35,43,78
1794,winter,2011,3,20,10,0,0,0,2,0.32,0.3485,0.45,0.0,55,81,136
1795,winter,2011,3,20,11,0,0,0,1,0.34,0.3485,0.39,0.1045,92,111,203
1796,winter,2011,3,20,12,0,0,0,1,0.36,0.3636,0.4,0.1045,120,108,228
1797,winter,2011,3,20,13,0,0,0,1,0.38,0.3939,0.34,0.0,88,115,203
1798,winter,2011,3,20,14,0,0,0,1,0.4,0.4091,0.3,0.0,145,134,279
1799,winter,2011,3,20,15,0,0,0,1,0.4,0.4091,0.32,0.0896,172,136,308
1800,winter,2011,3,20,16,0,0,0,1,0.42,0.4242,0.32,0.0,92,132,224
1801,winter,2011,3,20,17,0,0,0,1,0.4,0.4091,0.35,0.2836,83,143,226
1802,winter,2011,3,20,18,0,0,0,1,0.38,0.3939,0.4,0.3582,58,98,156
1803,winter,2011,3,20,19,0,0,0,1,0.36,0.3333,0.43,0.2836,21,58,79
1804,winter,2011,3,20,20,0,0,0,1,0.36,0.3333,0.46,0.2836,21,46,67
1805,winter,2011,3,20,21,0,0,0,2,0.34,0.3182,0.53,0.2836,10,39,49
1806,winter,2011,3,20,22,0,0,0,2,0.34,0.303,0.53,0.3284,8,30,38
1807,winter,2011,3,20,23,0,0,0,3,0.34,0.303,0.61,0.3881,13,11,24
1808,spring,2011,3,21,0,0,1,1,3,0.34,0.303,0.66,0.3881,2,11,13
1809,spring,2011,3,21,1,0,1,1,2,0.34,0.303,0.71,0.3881,1,6,7
1810,spring,2011,3,21,2,0,1,1,2,0.34,0.303,0.71,0.3284,1,5,6
1811,spring,2011,3,21,3,0,1,1,2,0.34,0.303,0.71,0.3284,0,1,1
1812,spring,2011,3,21,5,0,1,1,1,0.32,0.303,0.81,0.2985,1,1,2
1813,spring,2011,3,21,6,0,1,1,3,0.32,0.303,0.76,0.2537,2,30,32
1814,spring,2011,3,21,7,0,1,1,3,0.3,0.2727,0.87,0.4179,3,15,18
1815,spring,2011,3,21,8,0,1,1,2,0.3,0.2727,0.87,0.4179,3,95,98
1816,spring,2011,3,21,9,0,1,1,2,0.34,0.303,0.81,0.3284,12,115,127
1817,spring,2011,3,21,10,0,1,1,2,0.38,0.3939,0.76,0.3881,17,45,62
1818,spring,2011,3,21,11,0,1,1,2,0.42,0.4242,0.71,0.2985,32,47,79
1819,spring,2011,3,21,12,0,1,1,2,0.44,0.4394,0.77,0.2537,25,56,81
1820,spring,2011,3,21,13,0,1,1,2,0.5,0.4848,0.63,0.2239,35,77,112
1821,spring,2011,3,21,14,0,1,1,2,0.54,0.5152,0.64,0.2239,36,65,101
1822,spring,2011,3,21,15,0,1,1,2,0.56,0.5303,0.6,0.2239,41,66,107
1823,spring,2011,3,21,16,0,1,1,2,0.54,0.5152,0.64,0.2836,29,112,141
1824,spring,2011,3,21,17,0,1,1,2,0.54,0.5152,0.64,0.2537,41,231,272
1825,spring,2011,3,21,18,0,1,1,2,0.52,0.5,0.72,0.2239,44,232,276
1826,spring,2011,3,21,19,0,1,1,1,0.58,0.5455,0.6,0.4179,22,199,221
1827,spring,2011,3,21,20,0,1,1,1,0.56,0.5303,0.64,0.194,16,106,122
1828,spring,2011,3,21,21,0,1,1,1,0.46,0.4545,0.94,0.194,12,79,91
1829,spring,2011,3,21,22,0,1,1,1,0.46,0.4545,0.88,0.2239,18,60,78
1830,spring,2011,3,21,23,0,1,1,1,0.46,0.4545,0.88,0.0896,8,22,30
1831,spring,2011,3,22,0,0,2,1,1,0.46,0.4545,0.88,0.194,4,7,11
1832,spring,2011,3,22,1,0,2,1,1,0.42,0.4242,1.0,0.1343,6,13,19
1833,spring,2011,3,22,2,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1
1834,spring,2011,3,22,3,0,2,1,1,0.44,0.4394,0.82,0.2239,3,2,5
1835,spring,2011,3,22,4,0,2,1,2,0.42,0.4242,0.82,0.1642,0,1,1
1836,spring,2011,3,22,5,0,2,1,2,0.4,0.4091,0.87,0.1343,1,11,12
1837,spring,2011,3,22,6,0,2,1,1,0.4,0.4091,0.87,0.2537,2,58,60
1838,spring,2011,3,22,7,0,2,1,2,0.4,0.4091,0.76,0.1045,4,132,136
1839,spring,2011,3,22,8,0,2,1,2,0.4,0.4091,0.58,0.2985,24,312,336
1840,spring,2011,3,22,9,0,2,1,2,0.4,0.4091,0.58,0.4627,19,159,178
1841,spring,2011,3,22,10,0,2,1,2,0.44,0.4394,0.54,0.2985,29,95,124
1842,spring,2011,3,22,11,0,2,1,1,0.44,0.4394,0.51,0.3284,22,64,86
1843,spring,2011,3,22,12,0,2,1,1,0.46,0.4545,0.47,0.2537,35,86,121
1844,spring,2011,3,22,13,0,2,1,1,0.5,0.4848,0.45,0.2239,21,85,106
1845,spring,2011,3,22,14,0,2,1,1,0.5,0.4848,0.42,0.3284,30,71,101
1846,spring,2011,3,22,15,0,2,1,1,0.5,0.4848,0.42,0.2239,55,79,134
1847,spring,2011,3,22,16,0,2,1,1,0.5,0.4848,0.42,0.1045,40,125,165
1848,spring,2011,3,22,17,0,2,1,1,0.5,0.4848,0.42,0.1045,42,265,307
1849,spring,2011,3,22,18,0,2,1,1,0.48,0.4697,0.44,0.0896,41,271,312
1850,spring,2011,3,22,19,0,2,1,2,0.44,0.4394,0.54,0.2537,22,142,164
1851,spring,2011,3,22,20,0,2,1,2,0.44,0.4394,0.54,0.3582,19,116,135
1852,spring,2011,3,22,21,0,2,1,2,0.42,0.4242,0.54,0.2836,24,63,87
1853,spring,2011,3,22,22,0,2,1,2,0.4,0.4091,0.58,0.2537,13,57,70
1854,spring,2011,3,22,23,0,2,1,2,0.4,0.4091,0.58,0.2537,4,28,32
1855,spring,2011,3,23,0,0,3,1,3,0.36,0.3485,0.71,0.2239,3,8,11
1856,spring,2011,3,23,1,0,3,1,3,0.34,0.3182,0.76,0.2239,0,7,7
1857,spring,2011,3,23,2,0,3,1,3,0.34,0.3182,0.76,0.2239,1,1,2
1858,spring,2011,3,23,3,0,3,1,2,0.34,0.3182,0.76,0.2537,0,3,3
1859,spring,2011,3,23,5,0,3,1,3,0.32,0.3182,0.87,0.194,0,10,10
1860,spring,2011,3,23,6,0,3,1,2,0.34,0.3182,0.87,0.2537,1,43,44
1861,spring,2011,3,23,7,0,3,1,2,0.32,0.303,0.93,0.2239,7,111,118
1862,spring,2011,3,23,8,0,3,1,2,0.32,0.3182,0.87,0.194,14,247,261
1863,spring,2011,3,23,9,0,3,1,2,0.32,0.303,0.81,0.2537,8,174,182
1864,spring,2011,3,23,10,0,3,1,2,0.34,0.3182,0.81,0.2836,15,60,75
1865,spring,2011,3,23,11,0,3,1,2,0.34,0.3333,0.87,0.194,18,53,71
1866,spring,2011,3,23,12,0,3,1,2,0.34,0.3182,0.87,0.2239,14,73,87
1867,spring,2011,3,23,13,0,3,1,3,0.34,0.3333,0.87,0.1343,14,94,108
1868,spring,2011,3,23,14,0,3,1,2,0.36,0.3636,0.87,0.1045,13,71,84
1869,spring,2011,3,23,15,0,3,1,2,0.38,0.3939,0.82,0.2239,11,74,85
1870,spring,2011,3,23,16,0,3,1,2,0.4,0.4091,0.76,0.2239,13,123,136
1871,spring,2011,3,23,17,0,3,1,2,0.4,0.4091,0.76,0.2239,28,245,273
1872,spring,2011,3,23,18,0,3,1,3,0.38,0.3939,0.82,0.2537,20,218,238
1873,spring,2011,3,23,19,0,3,1,3,0.38,0.3939,0.82,0.2537,12,147,159
1874,spring,2011,3,23,20,0,3,1,3,0.36,0.303,0.87,0.6418,3,72,75
1875,spring,2011,3,23,21,0,3,1,3,0.32,0.2879,1.0,0.4179,0,22,22
1876,spring,2011,3,23,22,0,3,1,2,0.32,0.3182,0.93,0.1642,6,38,44
1877,spring,2011,3,23,23,0,3,1,3,0.32,0.3333,0.9,0.0,2,24,26
1878,spring,2011,3,24,0,0,4,1,2,0.32,0.303,0.93,0.2239,0,11,11
1879,spring,2011,3,24,1,0,4,1,2,0.3,0.2879,1.0,0.2239,0,3,3
1880,spring,2011,3,24,2,0,4,1,2,0.3,0.2879,1.0,0.2537,0,6,6
1881,spring,2011,3,24,3,0,4,1,2,0.28,0.2727,1.0,0.194,1,0,1
1882,spring,2011,3,24,4,0,4,1,2,0.28,0.2727,1.0,0.194,0,1,1
1883,spring,2011,3,24,5,0,4,1,2,0.28,0.2727,0.93,0.2239,1,8,9
1884,spring,2011,3,24,6,0,4,1,2,0.28,0.2727,0.93,0.2239,0,41,41
1885,spring,2011,3,24,7,0,4,1,3,0.26,0.2576,1.0,0.2239,2,106,108
1886,spring,2011,3,24,8,0,4,1,3,0.26,0.2273,1.0,0.2985,4,120,124
1887,spring,2011,3,24,9,0,4,1,2,0.26,0.2576,0.93,0.2239,3,94,97
1888,spring,2011,3,24,10,0,4,1,2,0.26,0.2273,0.93,0.3284,10,55,65
1889,spring,2011,3,24,11,0,4,1,2,0.3,0.2727,0.81,0.2985,10,61,71
1890,spring,2011,3,24,12,0,4,1,2,0.3,0.2727,0.7,0.3284,12,82,94
1891,spring,2011,3,24,13,0,4,1,2,0.32,0.303,0.7,0.2239,11,90,101
1892,spring,2011,3,24,14,0,4,1,2,0.3,0.303,0.7,0.1343,17,66,83
1893,spring,2011,3,24,15,0,4,1,2,0.3,0.2879,0.7,0.2537,13,77,90
1894,spring,2011,3,24,16,0,4,1,2,0.3,0.2879,0.65,0.2239,6,78,84
1895,spring,2011,3,24,17,0,4,1,2,0.3,0.2879,0.7,0.2239,12,221,233
1896,spring,2011,3,24,18,0,4,1,2,0.3,0.2727,0.61,0.2985,17,197,214
1897,spring,2011,3,24,19,0,4,1,1,0.3,0.2727,0.56,0.3881,16,122,138
1898,spring,2011,3,24,20,0,4,1,1,0.28,0.2576,0.61,0.2836,8,110,118
1899,spring,2011,3,24,21,0,4,1,1,0.26,0.2576,0.65,0.2239,11,67,78
1900,spring,2011,3,24,22,0,4,1,1,0.26,0.2576,0.65,0.1642,3,59,62
1901,spring,2011,3,24,23,0,4,1,1,0.24,0.2273,0.65,0.194,9,24,33
1902,spring,2011,3,25,0,0,5,1,1,0.24,0.2273,0.6,0.194,1,17,18
1903,spring,2011,3,25,1,0,5,1,1,0.2,0.2121,0.69,0.1642,0,5,5
1904,spring,2011,3,25,2,0,5,1,1,0.2,0.197,0.69,0.2239,0,5,5
1905,spring,2011,3,25,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,2,2
1906,spring,2011,3,25,4,0,5,1,1,0.18,0.2121,0.74,0.1045,3,2,5
1907,spring,2011,3,25,5,0,5,1,1,0.18,0.197,0.74,0.1642,0,9,9
1908,spring,2011,3,25,6,0,5,1,1,0.18,0.1818,0.74,0.2239,0,32,32
1909,spring,2011,3,25,7,0,5,1,1,0.2,0.1818,0.59,0.3582,4,100,104
1910,spring,2011,3,25,8,0,5,1,1,0.22,0.2121,0.51,0.2836,9,228,237
1911,spring,2011,3,25,9,0,5,1,1,0.24,0.2121,0.48,0.2985,16,150,166
1912,spring,2011,3,25,10,0,5,1,1,0.26,0.2576,0.48,0.0,15,53,68
1913,spring,2011,3,25,11,0,5,1,1,0.3,0.2879,0.45,0.2836,17,58,75
1914,spring,2011,3,25,12,0,5,1,1,0.32,0.303,0.42,0.2537,37,108,145
1915,spring,2011,3,25,13,0,5,1,1,0.32,0.3182,0.39,0.194,34,104,138
1916,spring,2011,3,25,14,0,5,1,1,0.36,0.3333,0.32,0.3284,30,103,133
1917,spring,2011,3,25,15,0,5,1,2,0.34,0.3182,0.36,0.2537,43,79,122
1918,spring,2011,3,25,16,0,5,1,2,0.34,0.303,0.34,0.2985,23,127,150
1919,spring,2011,3,25,17,0,5,1,2,0.32,0.2879,0.36,0.3582,23,202,225
1920,spring,2011,3,25,18,0,5,1,1,0.3,0.2879,0.39,0.2537,8,190,198
1921,spring,2011,3,25,19,0,5,1,2,0.3,0.2879,0.36,0.2836,9,126,135
1922,spring,2011,3,25,20,0,5,1,2,0.3,0.303,0.39,0.1343,6,75,81
1923,spring,2011,3,25,21,0,5,1,2,0.3,0.303,0.39,0.1642,11,64,75
1924,spring,2011,3,25,22,0,5,1,2,0.28,0.2576,0.38,0.3284,3,40,43
1925,spring,2011,3,25,23,0,5,1,2,0.26,0.2424,0.38,0.2836,8,31,39
1926,spring,2011,3,26,0,0,6,0,2,0.26,0.2424,0.38,0.2836,3,25,28
1927,spring,2011,3,26,1,0,6,0,1,0.26,0.2273,0.38,0.2985,3,24,27
1928,spring,2011,3,26,2,0,6,0,1,0.22,0.2121,0.44,0.2239,4,21,25
1929,spring,2011,3,26,3,0,6,0,1,0.2,0.197,0.47,0.194,2,7,9
1930,spring,2011,3,26,4,0,6,0,1,0.22,0.2121,0.44,0.2239,2,4,6
1931,spring,2011,3,26,5,0,6,0,1,0.2,0.197,0.51,0.194,0,8,8
1932,spring,2011,3,26,6,0,6,0,1,0.18,0.1818,0.55,0.194,2,8,10
1933,spring,2011,3,26,7,0,6,0,1,0.2,0.197,0.51,0.194,18,23,41
1934,spring,2011,3,26,8,0,6,0,1,0.22,0.2273,0.44,0.1343,24,42,66
1935,spring,2011,3,26,9,0,6,0,1,0.24,0.2424,0.41,0.1343,32,68,100
1936,spring,2011,3,26,10,0,6,0,1,0.26,0.2576,0.41,0.1642,32,93,125
1937,spring,2011,3,26,11,0,6,0,1,0.28,0.2727,0.38,0.1642,75,93,168
1938,spring,2011,3,26,12,0,6,0,1,0.3,0.2879,0.36,0.194,98,129,227
1939,spring,2011,3,26,13,0,6,0,1,0.32,0.303,0.33,0.2239,94,145,239
1940,spring,2011,3,26,14,0,6,0,1,0.34,0.3182,0.29,0.2239,93,123,216
1941,spring,2011,3,26,15,0,6,0,1,0.34,0.3333,0.29,0.194,110,109,219
1942,spring,2011,3,26,16,0,6,0,1,0.34,0.3333,0.23,0.194,118,130,248
1943,spring,2011,3,26,17,0,6,0,1,0.32,0.303,0.24,0.2239,102,101,203
1944,spring,2011,3,26,18,0,6,0,2,0.32,0.3182,0.21,0.1642,64,89,153
1945,spring,2011,3,26,19,0,6,0,2,0.28,0.2727,0.45,0.2537,45,93,138
1946,spring,2011,3,26,20,0,6,0,2,0.28,0.2727,0.45,0.2537,18,67,85
1947,spring,2011,3,26,21,0,6,0,2,0.26,0.2576,0.44,0.194,15,36,51
1948,spring,2011,3,26,22,0,6,0,2,0.28,0.2727,0.41,0.2239,17,46,63
1949,spring,2011,3,26,23,0,6,0,2,0.26,0.2424,0.44,0.2836,10,31,41
1950,spring,2011,3,27,0,0,0,0,2,0.26,0.2576,0.41,0.1642,5,26,31
1951,spring,2011,3,27,1,0,0,0,2,0.24,0.2273,0.52,0.194,3,17,20
1952,spring,2011,3,27,2,0,0,0,3,0.22,0.2273,0.55,0.194,6,15,21
1953,spring,2011,3,27,3,0,0,0,3,0.2,0.197,0.69,0.2239,0,14,14
1954,spring,2011,3,27,4,0,0,0,3,0.18,0.197,0.74,0.1642,1,5,6
1955,spring,2011,3,27,6,0,0,0,3,0.16,0.1818,0.86,0.1343,0,2,2
1956,spring,2011,3,27,7,0,0,0,3,0.16,0.1667,0.86,0.1642,0,7,7
1957,spring,2011,3,27,8,0,0,0,1,0.2,0.197,0.69,0.2239,6,8,14
1958,spring,2011,3,27,9,0,0,0,1,0.22,0.2273,0.55,0.1343,17,37,54
1959,spring,2011,3,27,10,0,0,0,2,0.22,0.2121,0.55,0.2239,27,59,86
1960,spring,2011,3,27,11,0,0,0,2,0.24,0.2424,0.48,0.1642,23,85,108
1961,spring,2011,3,27,12,0,0,0,2,0.26,0.2576,0.44,0.2239,43,120,163
1962,spring,2011,3,27,13,0,0,0,1,0.3,0.2879,0.39,0.2239,47,100,147
1963,spring,2011,3,27,14,0,0,0,1,0.32,0.3182,0.36,0.1642,61,103,164
1964,spring,2011,3,27,15,0,0,0,1,0.32,0.303,0.36,0.2836,61,111,172
1965,spring,2011,3,27,16,0,0,0,1,0.34,0.3333,0.34,0.0,45,98,143
1966,spring,2011,3,27,17,0,0,0,1,0.32,0.303,0.31,0.2537,50,109,159
1967,spring,2011,3,27,18,0,0,0,1,0.3,0.2879,0.33,0.194,32,105,137
1968,spring,2011,3,27,19,0,0,0,1,0.3,0.2879,0.31,0.2239,23,80,103
1969,spring,2011,3,27,20,0,0,0,1,0.28,0.2727,0.36,0.1642,7,50,57
1970,spring,2011,3,27,21,0,0,0,1,0.26,0.2576,0.41,0.1642,7,29,36
1971,spring,2011,3,27,22,0,0,0,1,0.26,0.2576,0.41,0.1642,5,25,30
1972,spring,2011,3,27,23,0,0,0,1,0.26,0.2576,0.44,0.194,3,16,19
1973,spring,2011,3,28,0,0,1,1,1,0.22,0.2273,0.55,0.194,1,11,12
1974,spring,2011,3,28,1,0,1,1,1,0.22,0.2273,0.44,0.194,2,4,6
1975,spring,2011,3,28,2,0,1,1,1,0.22,0.2273,0.44,0.1642,0,5,5
1976,spring,2011,3,28,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0,2,2
1977,spring,2011,3,28,5,0,1,1,1,0.18,0.1818,0.43,0.194,0,8,8
1978,spring,2011,3,28,6,0,1,1,1,0.18,0.1667,0.34,0.2836,0,40,40
1979,spring,2011,3,28,7,0,1,1,1,0.2,0.1818,0.32,0.3284,6,104,110
1980,spring,2011,3,28,8,0,1,1,1,0.2,0.197,0.34,0.2239,15,239,254
1981,spring,2011,3,28,9,0,1,1,2,0.22,0.2121,0.32,0.2239,12,109,121
1982,spring,2011,3,28,10,0,1,1,1,0.24,0.2273,0.3,0.194,22,47,69
1983,spring,2011,3,28,11,0,1,1,2,0.26,0.2424,0.3,0.2836,18,39,57
1984,spring,2011,3,28,12,0,1,1,2,0.26,0.2727,0.25,0.0,8,71,79
1985,spring,2011,3,28,13,0,1,1,2,0.3,0.2879,0.24,0.2239,14,69,83
1986,spring,2011,3,28,14,0,1,1,1,0.32,0.303,0.22,0.2239,15,65,80
1987,spring,2011,3,28,15,0,1,1,1,0.32,0.303,0.24,0.2836,19,53,72
1988,spring,2011,3,28,16,0,1,1,1,0.34,0.3182,0.23,0.2239,15,117,132
1989,spring,2011,3,28,17,0,1,1,1,0.34,0.303,0.23,0.2985,25,227,252
1990,spring,2011,3,28,18,0,1,1,1,0.32,0.303,0.21,0.2836,21,220,241
1991,spring,2011,3,28,19,0,1,1,1,0.3,0.303,0.22,0.1343,17,156,173
1992,spring,2011,3,28,20,0,1,1,1,0.32,0.3333,0.22,0.1045,5,107,112
1993,spring,2011,3,28,21,0,1,1,1,0.32,0.3333,0.21,0.1343,6,55,61
1994,spring,2011,3,28,22,0,1,1,1,0.3,0.2879,0.22,0.2239,0,40,40
1995,spring,2011,3,28,23,0,1,1,1,0.28,0.2576,0.24,0.2985,1,18,19
1996,spring,2011,3,29,0,0,2,1,1,0.26,0.2273,0.28,0.3284,1,15,16
1997,spring,2011,3,29,1,0,2,1,1,0.24,0.2121,0.32,0.2985,0,4,4
1998,spring,2011,3,29,2,0,2,1,1,0.24,0.2121,0.32,0.2985,0,3,3
1999,spring,2011,3,29,3,0,2,1,1,0.24,0.2121,0.32,0.2985,2,1,3
2000,spring,2011,3,29,4,0,2,1,1,0.2,0.2121,0.44,0.1642,1,1,2
2001,spring,2011,3,29,5,0,2,1,1,0.22,0.2121,0.37,0.2537,0,8,8
2002,spring,2011,3,29,6,0,2,1,1,0.22,0.2121,0.41,0.2985,4,46,50
2003,spring,2011,3,29,7,0,2,1,1,0.22,0.197,0.41,0.3582,5,128,133
2004,spring,2011,3,29,8,0,2,1,1,0.24,0.2121,0.35,0.3582,19,268,287
2005,spring,2011,3,29,9,0,2,1,1,0.28,0.2576,0.28,0.3881,16,156,172
2006,spring,2011,3,29,10,0,2,1,1,0.3,0.2727,0.24,0.2985,13,46,59
2007,spring,2011,3,29,11,0,2,1,2,0.34,0.303,0.25,0.3881,18,63,81
2008,spring,2011,3,29,12,0,2,1,1,0.34,0.3333,0.25,0.1642,29,77,106
2009,spring,2011,3,29,13,0,2,1,1,0.34,0.303,0.25,0.2985,24,80,104
2010,spring,2011,3,29,14,0,2,1,1,0.36,0.3333,0.25,0.2537,20,66,86
2011,spring,2011,3,29,15,0,2,1,1,0.38,0.3939,0.25,0.2239,22,65,87
2012,spring,2011,3,29,16,0,2,1,1,0.38,0.3939,0.22,0.1642,12,124,136
2013,spring,2011,3,29,17,0,2,1,1,0.4,0.4091,0.2,0.1343,34,265,299
2014,spring,2011,3,29,18,0,2,1,1,0.36,0.3636,0.21,0.0896,42,252,294
2015,spring,2011,3,29,19,0,2,1,1,0.34,0.3333,0.23,0.194,20,170,190
2016,spring,2011,3,29,20,0,2,1,1,0.36,0.3636,0.21,0.0896,13,119,132
2017,spring,2011,3,29,21,0,2,1,1,0.34,0.3636,0.42,0.0,8,75,83
2018,spring,2011,3,29,22,0,2,1,1,0.34,0.3636,0.49,0.0,6,49,55
2019,spring,2011,3,29,23,0,2,1,2,0.32,0.3333,0.57,0.1045,8,27,35
2020,spring,2011,3,30,0,0,3,1,2,0.32,0.3485,0.57,0.0,3,8,11
2021,spring,2011,3,30,1,0,3,1,1,0.32,0.3485,0.39,0.0,1,9,10
2022,spring,2011,3,30,2,0,3,1,2,0.32,0.3485,0.57,0.0,0,4,4
2023,spring,2011,3,30,3,0,3,1,2,0.32,0.3485,0.49,0.0,0,4,4
2024,spring,2011,3,30,4,0,3,1,2,0.32,0.3485,0.57,0.0,1,0,1
2025,spring,2011,3,30,5,0,3,1,2,0.3,0.2879,0.56,0.194,0,7,7
2026,spring,2011,3,30,6,0,3,1,2,0.3,0.303,0.49,0.1343,4,44,48
2027,spring,2011,3,30,7,0,3,1,2,0.32,0.3333,0.45,0.1045,8,128,136
2028,spring,2011,3,30,8,0,3,1,2,0.32,0.3182,0.49,0.1642,16,247,263
2029,spring,2011,3,30,9,0,3,1,2,0.32,0.303,0.45,0.2239,7,147,154
2030,spring,2011,3,30,10,0,3,1,2,0.34,0.3182,0.46,0.2239,13,51,64
2031,spring,2011,3,30,11,0,3,1,2,0.34,0.3182,0.46,0.2537,26,64,90
2032,spring,2011,3,30,12,0,3,1,2,0.34,0.3333,0.46,0.1642,15,65,80
2033,spring,2011,3,30,13,0,3,1,2,0.36,0.3485,0.46,0.2239,14,84,98
2034,spring,2011,3,30,14,0,3,1,2,0.36,0.3333,0.46,0.2985,16,64,80
2035,spring,2011,3,30,15,0,3,1,3,0.28,0.2576,0.81,0.2985,14,56,70
2036,spring,2011,3,30,16,0,3,1,3,0.28,0.2727,0.87,0.2537,0,36,36
2037,spring,2011,3,30,17,0,3,1,3,0.26,0.2727,0.93,0.1045,11,105,116
2038,spring,2011,3,30,18,0,3,1,2,0.26,0.2576,0.93,0.2239,6,79,85
2039,spring,2011,3,30,19,0,3,1,2,0.26,0.2576,0.93,0.2239,5,67,72
2040,spring,2011,3,30,20,0,3,1,3,0.24,0.2121,0.93,0.2985,4,40,44
2041,spring,2011,3,30,21,0,3,1,2,0.24,0.2273,0.93,0.2537,0,27,27
2042,spring,2011,3,30,22,0,3,1,3,0.24,0.2273,0.93,0.2239,3,21,24
2043,spring,2011,3,30,23,0,3,1,3,0.24,0.2121,0.93,0.2836,1,11,12
2044,spring,2011,3,31,0,0,4,1,3,0.24,0.2273,0.93,0.2239,0,3,3
2045,spring,2011,3,31,1,0,4,1,3,0.24,0.2273,0.93,0.194,1,4,5
2046,spring,2011,3,31,2,0,4,1,3,0.24,0.2273,0.93,0.194,0,5,5
2047,spring,2011,3,31,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,1,1
2048,spring,2011,3,31,4,0,4,1,3,0.24,0.2273,0.93,0.2537,0,2,2
2049,spring,2011,3,31,5,0,4,1,3,0.24,0.2273,0.93,0.2239,0,8,8
2050,spring,2011,3,31,6,0,4,1,3,0.24,0.2121,0.93,0.2985,2,34,36
2051,spring,2011,3,31,7,0,4,1,3,0.24,0.2273,0.93,0.2537,5,87,92
2052,spring,2011,3,31,8,0,4,1,2,0.24,0.2273,1.0,0.2537,7,185,192
2053,spring,2011,3,31,9,0,4,1,3,0.26,0.2424,0.93,0.2537,6,126,132
2054,spring,2011,3,31,10,0,4,1,3,0.26,0.2424,0.93,0.2537,15,54,69
2055,spring,2011,3,31,11,0,4,1,3,0.28,0.2727,0.93,0.194,6,52,58
2056,spring,2011,3,31,12,0,4,1,3,0.28,0.2727,0.93,0.194,17,73,90
2057,spring,2011,3,31,13,0,4,1,3,0.3,0.303,0.87,0.1343,13,55,68
2058,spring,2011,3,31,14,0,4,1,3,0.3,0.303,0.87,0.1343,27,49,76
2059,spring,2011,3,31,15,0,4,1,3,0.3,0.2727,0.87,0.2985,4,61,65
2060,spring,2011,3,31,16,0,4,1,2,0.3,0.2879,0.87,0.2537,13,72,85
2061,spring,2011,3,31,17,0,4,1,2,0.3,0.2879,0.87,0.2537,15,153,168
2062,spring,2011,3,31,18,0,4,1,2,0.3,0.303,0.87,0.1343,12,165,177
2063,spring,2011,3,31,19,0,4,1,2,0.3,0.303,0.87,0.1343,12,118,130
2064,spring,2011,3,31,20,0,4,1,3,0.28,0.2576,0.93,0.2836,6,79,85
2065,spring,2011,3,31,21,0,4,1,2,0.28,0.2727,0.93,0.1642,7,53,60
2066,spring,2011,3,31,22,0,4,1,3,0.28,0.2727,0.93,0.2537,7,44,51
2067,spring,2011,3,31,23,0,4,1,3,0.26,0.2576,1.0,0.1642,4,23,27
2068,spring,2011,4,01,0,0,5,1,3,0.26,0.2576,1.0,0.1642,0,6,6
2069,spring,2011,4,01,1,0,5,1,3,0.26,0.2576,1.0,0.1642,0,4,4
2070,spring,2011,4,01,2,0,5,1,3,0.26,0.2576,0.93,0.194,0,7,7
2071,spring,2011,4,01,3,0,5,1,2,0.24,0.2273,0.93,0.2537,0,4,4
2072,spring,2011,4,01,4,0,5,1,2,0.24,0.2273,0.93,0.2537,0,3,3
2073,spring,2011,4,01,5,0,5,1,3,0.24,0.2273,0.93,0.2239,1,11,12
2074,spring,2011,4,01,6,0,5,1,3,0.24,0.2273,0.93,0.2239,2,26,28
2075,spring,2011,4,01,7,0,5,1,3,0.24,0.2424,0.93,0.0,4,91,95
2076,spring,2011,4,01,8,0,5,1,2,0.26,0.2424,0.87,0.2537,8,198,206
2077,spring,2011,4,01,9,0,5,1,1,0.32,0.2879,0.7,0.3582,11,162,173
2078,spring,2011,4,01,10,0,5,1,1,0.32,0.303,0.66,0.2836,12,63,75
2079,spring,2011,4,01,11,0,5,1,1,0.32,0.2879,0.61,0.3582,17,72,89
2080,spring,2011,4,01,12,0,5,1,1,0.34,0.303,0.53,0.3582,15,80,95
2081,spring,2011,4,01,13,0,5,1,1,0.36,0.3333,0.5,0.3582,18,92,110
2082,spring,2011,4,01,14,0,5,1,2,0.36,0.3333,0.46,0.3582,26,61,87
2083,spring,2011,4,01,15,0,5,1,1,0.34,0.303,0.46,0.4179,30,81,111
2084,spring,2011,4,01,16,0,5,1,1,0.34,0.303,0.46,0.4179,42,125,167
2085,spring,2011,4,01,17,0,5,1,1,0.34,0.303,0.46,0.3284,36,245,281
2086,spring,2011,4,01,18,0,5,1,1,0.34,0.303,0.46,0.3284,36,205,241
2087,spring,2011,4,01,19,0,5,1,1,0.34,0.303,0.49,0.3284,16,120,136
